,user_id,asin,overall
13464,A3TWPW6C78JPGV,B00I0VHS10,1.0
13465,A28LTA9UPL1A8C,B00I0VHS10,5.0
13466,A2YYXZHT4RHW6Z,B00I0VHS10,5.0
13467,AE8524BG4SMOT,B00I0VHS10,5.0
13468,A35GHXZULCPQIK,B00I0VHS10,5.0
13469,A3RXT6Z6GDIDI4,B00I0VHS10,5.0
13470,A3MPHEJ0N39W87,B00I0VHS10,5.0
13471,A2T117EYHA3QIK,B00I0VHS10,5.0
13472,A1CDZWZKE1JJJQ,B00I0VHS10,5.0
13473,A2OOKUEDPKBE5B,B00I0VHS10,5.0
13474,A1ZDJ65ZVFU11I,B00I0VHS10,5.0
13475,A357NRUISLK3M9,B00I0VHS10,5.0
13476,A1TTMWECVN9ZXY,B00I0VHS10,1.0
13477,A2FKVWN8P7K00V,B00I0VHS10,5.0
13478,A13H42NCHTF3Y6,B00I0VHS10,1.0
13479,A2BDM8QP5HBWAG,B00I0YRA1U,1.0
13480,A12U03GAW4SZP3,B00I0VHS10,5.0
13481,A2LFT1ZK2T97OD,B00I0YRA1U,1.0
13482,A335VKKN8Q0NO6,B00I0YRA1U,5.0
13483,AKM5Q714WB59N,B00I0YRA1U,1.0
13484,A37X8JQQGEVIA,B00I0YRA1U,5.0
13485,A2DTHUBEI1E6JM,B00I0VHS10,5.0
13486,A1KHXLK9K3BFSC,B00I0VHS10,5.0
13487,A2YI41MCJB2QCV,B00I0VHS10,1.0
13488,A2LZMJ2G5XCK52,B00I0VHS10,5.0
13489,A29CGSOLKG6IRU,B00I0VHS10,5.0
13490,A1FP8H2OOBIL87,B00I0VHS10,5.0
13491,A3F0JD97MYC5FW,B00I0VHS10,5.0
13492,A2OELKEV8V5QBF,B00I0VHS10,5.0
13493,A2S514EH3OO16A,B00I0VHS10,5.0
13494,A1J7OLE6AMQ3RN,B00I0VHS10,1.0
13495,AVD99MQT3T6EM,B00I0VHS10,5.0
13496,A16N4XZ8IHC7I0,B00I0VHS10,5.0
13497,A1CHBQHB3WIL6,B00I0VHS10,1.0
13498,A25SOIZ0IZE1YY,B00I0VHS10,5.0
13499,A36JQQW1GD7PT8,B00I0VHS10,5.0
13500,A1SJ4MTL9K5UWU,B00I0YQ6R4,1.0
13501,A335VKKN8Q0NO6,B00I0YQ6R4,5.0
13502,A2HWT93ZPHNUMS,B00I107DEW,5.0
13503,ACDZ6GWWO8ION,B00I1AEA02,5.0
13504,A3UDDSWSOMZ731,B00I1AEA02,5.0
13505,A3HVLVQHNI7DAF,B00I47Z4G6,5.0
13506,APZQ2PK54VBSF,B00I523WDC,5.0
13507,A1FSW48VETFYMN,B00I523WDC,5.0
13508,AO5QZW3IL9I4I,B00I53Z5CC,5.0
13509,A3U6MDQG9MXSZB,B00I57ZH9Y,5.0
13510,AZZKYP9254H32,B00I57ZH9Y,5.0
13511,A2I3UTH49P3QME,B00I57ZH9Y,5.0
13512,A22VBJO4O51U17,B00I57ZH9Y,5.0
13513,A244Z6KUY7LCSM,B00I57ZH9Y,5.0
13514,A26B29NGQQJNIW,B00I57ZH9Y,5.0
13515,A1WNN354EEXRQF,B00I57ZH9Y,5.0
13516,AAGCD8OYUHATL,B00I5VLGXG,5.0
13517,A3N7MJ262V6XRV,B00I8H1J3O,5.0
13518,AT6OFLCQ2YOPY,B00I8H1J3O,5.0
13519,A2BFHG0MPA6PHO,B00I8H1J3O,5.0
13520,A33IYETJ5C08YM,B00I8H1J3O,5.0
13521,A1YYSWBMIOZO14,B00I8H1J3O,5.0
13522,A21AZS53LKKVTS,B00I8H1J3O,5.0
13523,A3CEA941Z3ZWKG,B00I8H1J3O,5.0
13524,A14TH6X64RFHAU,B00I8H1ID0,1.0
13525,A2PBHVTPTIIGKR,B00I8JLZI6,5.0
13526,A39ECP5GYNERKI,B00I8JLZI6,5.0
13527,A34ELZE0E6VY31,B00I8JLZI6,5.0
13528,A16E2NDY0BNEZR,B00I8JLZI6,1.0
13529,A144F9XWDXF05W,B00I8JLZI6,1.0
13530,AXTDK1FMXWNKS,B00I964ISW,5.0
13531,A3EVVBIC8YXQCS,B00I964ISW,1.0
13532,A1T753MJGAHZ2G,B00I964ISW,5.0
13533,AMM54C3UIJ8GY,B00I9CWXTC,5.0
13534,AGR0WXSTWYSF3,B00IA0XMOI,1.0
13535,A20CRHUPMH4I29,B00IA0XMOI,1.0
13536,A2NKCH9IKYW77J,B00IB50DWQ,5.0
13537,A2ZMH05LYXCVT7,B00IBYFUES,5.0
13538,A6PDLVACWPNAE,B00ICFBVOO,5.0
13539,AM5DDQS5DHB6G,B00ICXPT7Q,1.0
13540,A2L20SNQ4EZJ8B,B00ICXPT7Q,5.0
13541,A2QNUQRINAWA8M,B00ID20OE4,1.0
13542,A32GDXEBMFRY0M,B00ID20OE4,1.0
13543,AZ9NR81ZBRIQD,B00ID1TOF0,1.0
13544,A38MNWW6OKA6KI,B00ID20OE4,5.0
13545,A3GZPIJCM74C09,B00ID20OE4,1.0
13546,ALJ0CC01XPMXL,B00ID20OE4,5.0
13547,A21XW1M1DOSJS5,B00ID20OE4,1.0
13548,A1M1Y5UGONAW06,B00IE0ZIAA,5.0
13549,A6294XGQSZ1CE,B00IE0ZJBI,5.0
13550,ADDTVHDBZIZXO,B00IE16JPM,5.0
13551,A3J7CB7OE1JZGR,B00IE16LR8,5.0
13552,A1EPXRQTXMKIBM,B00IE16LR8,5.0
13553,A20DLI2DE9PIPX,B00IE16LR8,5.0
13554,AWXWY3KTKIDWG,B00IE16LR8,5.0
13555,A1BCEK7ECLV93W,B00IE0ZNVE,5.0
13556,A3UN2GYVZ4SEFK,B00IE0ZNVE,1.0
13557,A23P7HJBRQ0F7L,B00IE0ZNVE,1.0
13558,A27JC6NMNVLKI7,B00IE0ZHBU,5.0
13559,A1L8FWP2XK9IYA,B00IE0ZHBU,5.0
13560,A1RATAT1VKU6HG,B00IE0ZHBU,5.0
13561,A2GYSBPPA0A01C,B00IEJIT0W,1.0
13562,AVV9JVZUTBG6I,B00IEJIT0W,5.0
13563,A2BCGII5B1SJI7,B00IEJIT0W,5.0
13564,A60NKG51MSW64,B00IFGGN7U,5.0
13565,A1JVQMYS4OMK3Z,B00IFRKEKQ,5.0
13566,AOYRXP582DKMH,B00IFZS0HM,5.0
13567,A1O4B3YCAPXLOK,B00IFZS0HM,1.0
13568,A2NF50AJ330C1Y,B00IFZS0HM,5.0
13569,A4XUS4PARQRC4,B00IGAOCO6,5.0
13570,A3CSP2AIZZCDGC,B00IGAOCO6,5.0
13571,A71OF0MR6UP6N,B00IGAOCO6,5.0
13572,A10YNQ7SPY4X63,B00IGAOE3U,1.0
13573,A3R30UNM4OGMHL,B00IGAOE3U,1.0
13574,A2X1M9UUDW86OU,B00IGAOCO6,5.0
13575,A38MNWW6OKA6KI,B00IGAOE3U,1.0
13576,A2GB94QUB404T3,B00IGAODHM,5.0
13577,A3RILASW6W2J3V,B00IGAODHM,1.0
13578,A122ULM3MEHFW7,B00IGAODHM,1.0
13579,A2AD2BQLHVHUB9,B00IGAOCO6,1.0
13580,A31LCR74CPDI89,B00IGAODHM,5.0
13581,AQMKOPJDXI366,B00IGAOBEC,5.0
13582,A1EHZFHWZJ7GL,B00IGAOBEC,1.0
13583,AYNPLVZKZS213,B00IHG5DWO,5.0
13584,A9DURL9CX6I2D,B00AMT3C0O,5.0
13585,A19PH0ZZX3H5PJ,B00IHPLI92,1.0
13586,A1YZ55H9IU70VR,B00IHPLI92,5.0
13587,A340G2MRK2RO6H,B00IHPLI92,1.0
13588,A1PHW4QY737E3H,B00IHPLI92,1.0
13589,A4F0ZOHHFC5JJ,B00IHPLJ50,5.0
13590,AGSCJVKNOEQKD,B00IHPLJ50,5.0
13591,A3NN3DH8YTKING,B00IHPLIEW,5.0
13592,A2ZSX6R0TL8ET6,B00IHPLIEW,1.0
13593,A13T9PJLK08310,B00IHPLJ50,1.0
13594,A1O03YF5HAZ6FS,B00IHPLJ50,1.0
13595,A310ZBE7JH48OG,B00IHPLJ50,1.0
13596,A10B949WG5N4GH,B00IHPLJ50,1.0
13597,A3H7WYPOK2W8DW,B00IHPLHKM,1.0
13598,A3U7DQGZ57GUEM,B00IICLD2G,5.0
13599,A4F0ZOHHFC5JJ,B00IICLD2G,5.0
13600,AV6MKXM2VDIGB,B00IID3RZ6,5.0
13601,ASAAX8ELXG0N4,B00IID3TFO,5.0
13602,A25NOUAGLT3PVT,B00IICTNT6,1.0
13603,A23UNOKRMTLYY0,B00IICTNT6,5.0
13604,A1J1A8V9VGX0HI,B00IICTNT6,5.0
13605,AMP3FJ7JCRINJ,B00IICTNT6,1.0
13606,A68WKVB6X23XD,B00IICTNT6,5.0
13607,A1E3DYW8QP1ON,B00IIYW89Q,5.0
13608,A3NV56DLGAK74H,B00IJ3CC2E,5.0
13609,A2L92JJSA0B5U1,B00IJHMPE0,5.0
13610,A2T850HMN940RQ,B00IJHMPE0,5.0
13611,A1VNSESYZBFUWO,B00IJHMPE0,5.0
13612,A1A671F6188MOS,B00IJHMPE0,5.0
13613,A3FPISSXXCPZH2,B00IJHMPE0,5.0
13614,A2O59ABAZIE8UT,B00IJHMPE0,5.0
13615,A36GQFO9KDWU2J,B00IJHMPE0,5.0
13616,A658YZOJQBDOR,B00IJHMPE0,5.0
13617,A3S42PBL6X2XF0,B00IJHMPE0,1.0
13618,AFAGJUEW8ZLBN,B00IJHMPE0,5.0
13619,A2VNRZZUYADPQO,B00IJHMPE0,5.0
13620,A11R9913HQ0ORB,B00IJHMPE0,5.0
13621,A2GJAVB23HVUT,B00IJHMPE0,1.0
13622,AWSC2RDC43MGV,B00IJHMPE0,1.0
13623,A146M52F71UZFE,B00IJHMPE0,5.0
13624,A7A8HFSPFD7ZH,B00IJHMPE0,5.0
13625,A3ASCAY1Q01WUB,B00IJHMPE0,5.0
13626,A32CRHFDCIXVZ3,B00IJHMPE0,5.0
13627,A3KWRN60B8TGNF,B00IJHMPE0,5.0
13628,A1CI2OWVQETG87,B00IJHMPE0,5.0
13629,A2LZMJ2G5XCK52,B00IJHMPE0,5.0
13630,AOWC2XI1XFG74,B00IJHMPE0,5.0
13631,A3P9GM8M5I95GR,B00IJHMPE0,5.0
13632,A1ASIG37BW08VZ,B00IJHMPE0,5.0
13633,A1HFP2IVAPTUEC,B00IJHMPE0,5.0
13634,AB63JQMSSUY6C,B00IJHMPE0,1.0
13635,A1I2GD5CUPUTB2,B00IJHMPE0,5.0
13636,A1EDZMQXI4GT6V,B00IK4GEXK,5.0
13637,A1PTJYFWTK2JED,B00IK6FZLA,5.0
13638,A1EKP5KQ8WK4Z7,B00IK6FS6M,5.0
13639,AKJZB7XUZIWMU,B00IK6FQD2,5.0
13640,A13T9PJLK08310,B00IKFDU18,1.0
13641,A13X3EQCO00VM2,B00IKFDU18,5.0
13642,A349XKYIQV9BTM,B00IKFDSR4,5.0
13643,A3IBKSIKFGGV35,B00IKG2ILK,1.0
13644,A3T5H5UY1ZYXHB,B00IKG2ILK,5.0
13645,A2C8LCWXVIZB0S,B00IKG2ILK,5.0
13646,A1MULRLRNZDOFK,B00IKS0478,5.0
13647,A2TD1AHQKH1MDT,B00ILNJ8GA,5.0
13648,A3QGPS257NBHY8,B00ILNJ8GA,5.0
13649,A18KGNU31FVEIN,B00ILNJ8GA,5.0
13650,A3G48SOFLPJPDF,B00ILNJ8GA,1.0
13651,A14B4MJ7KZE63B,B00IM9MHHU,5.0
13652,A23PVY8YZ92ZLE,B00IMEH3F6,5.0
13653,A2ZSX6R0TL8ET6,B00IMQQ6MK,1.0
13654,A31XUJMEDBUGKR,B00IMQQ6MK,5.0
13655,A3SKYIGLMKDWQ7,B00IMQQ6MK,1.0
13656,A3GZPIJCM74C09,B00IMQQ6MK,5.0
13657,A1TZ67KRJFHAEQ,B00IN9EM4U,5.0
13658,A33UH4WVTWA524,B00IOBLTO8,1.0
13659,A293ZWV7EB2JOH,B00IOBLTO8,5.0
13660,A13IHYLH74T7WH,B00IOBLTO8,5.0
13661,A1CDBPD23YNCU1,B00IOBLTO8,1.0
13662,A2G88Z4WMKP720,B00IOBLTO8,5.0
13663,A1DC4YD1BWLXBF,B00IOBLTO8,5.0
13664,A3QW4NP2AZBKID,B00IOBLTO8,5.0
13665,A12TZYJLHDKIGZ,B00IOBLTO8,5.0
13666,A1L3NFQAR2YDUK,B00IOBLTO8,5.0
13667,A3G5KDMFNRUXHB,B00IOBLTO8,1.0
13668,AB7VHD8BSYENR,B00IOBLTO8,5.0
13669,A159WZ8A42TBZN,B00IOBLTO8,5.0
13670,AXF8GYR77H8FC,B00IOBLTO8,5.0
13671,A34USV6KYMXOTG,B00IOF6FDO,5.0
13672,A17SL395LGMOXO,B00IOF6FDO,1.0
13673,AHVN7BFHG5AOX,B00IOF6FDO,1.0
13674,A1IESUBS794B03,B00IOGB77M,5.0
13675,AAGCD8OYUHATL,B00IOGB77M,5.0
13676,A3UUG84745IJUJ,B00IOGP99E,5.0
13677,A2561YGFWY8CL,B00IOGP99E,5.0
13678,A2KKQN5LJO1M1F,B00IOHDIVO,5.0
13679,A3MNNG9VVZ2ES3,B00IOKINHK,1.0
13680,A3TVXMCTHIB783,B00IOXL4SM,5.0
13681,A3FK7ZRSMF0UD0,B00IOXLGYO,5.0
13682,AKWNSYFU7AC4D,B00IPE18SQ,5.0
13683,A2YAS8OQBPYAL9,B00IPE18SQ,5.0
13684,A3IQ1DM1DNRZ5M,B00IPE18SQ,5.0
13685,A1CWEYQWGO0WKX,B00IPE18SQ,5.0
13686,ADDTVHDBZIZXO,B00IQZZ9JI,5.0
13687,AAQO19HKS86MQ,B00IQZZ9JI,1.0
13688,A101HTPLV9HVMR,B00IQZZEYS,5.0
13689,A1RF29TDECR6KS,B00IQZZEYS,5.0
13690,A2FC6N2DTDIU8J,B00IQZZEYS,5.0
13691,A2ZI7CLTJ2KCAN,B00IQZZEYS,5.0
13692,A3B2PJS73SWRBV,B00IQZZEYS,5.0
13693,A3413ONP7YQFQ7,B00IQZZEYS,5.0
13694,A1DM0BGYZ4327Z,B00IRTY8EA,5.0
13695,A14TH6X64RFHAU,B00IRW7D9O,5.0
13696,A2GS09OLIL2KJZ,B00IRW7FNS,5.0
13697,AC8PIR46L7M1U,B00IRW7FNS,5.0
13698,A2DZ4E0P87BHV2,B00IRW7FNS,5.0
13699,A3MT6EE4OVSIY2,B00IRWG1HE,5.0
13700,A1V8T2MKHSZFF,B00IRWG1HE,5.0
13701,A224LXFY54F0B9,B00IRWG1HE,5.0
13702,A35DLVNGA4WPBO,B00IRW7BZ0,1.0
13703,A1ZZ36YXAT6GTZ,B00IS085L0,1.0
13704,AU4YXJAFSX5RZ,B00IS085L0,5.0
13705,A2SUWYP03DGGNZ,B00IS085L0,1.0
13706,A2MY8IQTBFIKUY,B00ISIL5R8,5.0
13707,A1TY0I73S2O3YB,B00ISIL5R8,5.0
13708,A15YI2SEYRWYQA,B00ISIL5R8,5.0
13709,A20ZKY18SZPHRL,B00ISIL5R8,5.0
13710,A2E1P9J6TTHLS6,B00ISJI1W4,1.0
13711,ALYSM0X859MMC,B00ISJI1W4,5.0
13712,A3PNYMMGGQM25R,B00ISIFQG4,5.0
13713,A2YSD0XVG18P7X,B00ISK17H4,5.0
13714,AVDNEQ8FT8UPG,B00ISKG5QW,1.0
13715,A3UT2X5FTJ8IG,B00ITHOA52,5.0
13716,AEHBWRHEWQR86,B00ITHO9VW,1.0
13717,A1AQPYQHELKVAP,B00ITLHWHG,5.0
13718,A3L04KM8JSCQ12,B00IU5YQRU,5.0
13719,APFBPXN9NKVTC,B00IUF554S,5.0
13720,AB8SG8FHDOUP,B00IUF554S,5.0
13721,A2K4KH7SSG66M5,B00IUF554S,5.0
13722,A3US62BKIUQJ8F,B00IUF554S,5.0
13723,A3A3S0ZEHFN7U1,B00IUF554S,5.0
13724,A2SCM68XE6YBW4,B00IVV282S,5.0
13725,A3LJN0YB02BONV,B00IW05WRG,5.0
13726,A2QSV4YLT7AG0E,B00IW05WRG,5.0
13727,A2YNK7C1GPAZHE,B00IWFO916,5.0
13728,A5BVT6E4SSQO1,B00IWFO916,5.0
13729,A1ACSMBM50R8R9,B00IWFO9A2,1.0
13730,AIBVTE0DR0WN1,B00IWFO9A2,5.0
13731,A6Y0JSMYQVWU9,B00IWFO9A2,5.0
13732,A20SEEY4KVJF8X,B00IWFO9A2,1.0
13733,A2RHXKLJLLA466,B00IWFO9A2,5.0
13734,A2W7X2A5MT6P0H,B00IWFO9A2,5.0
13735,AOSYEK7URLD90,B00IWFO9A2,5.0
13736,A2BWXOFHVMEZ42,B00IWFO902,5.0
13737,A17YLTAUS8T0SP,B00IWFO902,1.0
13738,A33IRI6EEWV51H,B00IWFO902,1.0
13739,A1XKQX71GJASJR,B00IX0SHG8,5.0
13740,A2W5RZZA7XU2E9,B00IX0VDSC,5.0
13741,A14TH6X64RFHAU,B00IX0T0KA,5.0
13742,A201QGHYIC4Y9Z,B00IXF8OWU,5.0
13743,A3JTZGWZQG15E9,B00IY52Q7S,5.0
13744,A3JA0KWCI2NXSV,B00IYF4P68,5.0
13745,A2M9W7PJB1ZAN3,B00IYF4HT8,5.0
13746,A1L34AUMJL8CW6,B00IYF4CHK,5.0
13747,A15IEIWTLGZP89,B00IYF4CHK,5.0
13748,A12241QHVANTXQ,B00IYF4CHK,1.0
13749,A335VKKN8Q0NO6,B00IYF4CHK,5.0
13750,AJI3DNLK0MWVI,B00IYF4CHK,5.0
13751,A1MNNZPB4EV169,B00IYF4CHK,1.0
13752,A3IAEP42O0JJKX,B00IYF4CHK,5.0
13753,A3DE3LFJ4W1SDK,B00IYF3V22,1.0
13754,A3O1Q6T0QZVSGN,B00IYF3V22,1.0
13755,A2IQT5AFFXA1OM,B00IYF3V22,5.0
13756,A1Z1RXWN99W6U7,B00IYF466W,1.0
13757,A2GR5E4PQG26DH,B00IYF466W,5.0
13758,A1SJ4MTL9K5UWU,B00IYF466W,1.0
13759,A335VKKN8Q0NO6,B00IYF466W,5.0
13760,A2PE6106UP4ENI,B00IYF3V22,5.0
13761,A1Z1RXWN99W6U7,B00IYF4QSA,5.0
13762,ARGXJJ14PAIBV,B00IYF4QSA,1.0
13763,AKHENLWGELTBU,B00IYF4QSA,1.0
13764,AY9QPXGIIDI3Z,B00IYF4QSA,5.0
13765,A142HY00DAFCC2,B00IYF4QSA,1.0
13766,A3VEYQ83I9FE4H,B00IYF4QSA,5.0
13767,A15SI4DENVQHY8,B00IYF4QSA,1.0
13768,A2DRTQMR4ARRGJ,B00IYF4QSA,5.0
13769,A1YS1Q19Z1EXSZ,B00IYF4QSA,5.0
13770,A1P66GJ6VSS2E2,B00IYF4QSA,5.0
13771,A15IEIWTLGZP89,B00IYF4QSA,1.0
13772,A3VB2QOZ49RJ72,B00IYF4QSA,5.0
13773,A1MNNZPB4EV169,B00IYF4QSA,1.0
13774,A1RTL8Q1JUJLJI,B00IYF4QSA,5.0
13775,A1CC5WJ5ECLFH2,B00IYF4QSA,1.0
13776,AX00BANZSJ5AS,B00IZ4I1C2,5.0
13777,AQUARU97E1F1A,B00IZ4I1C2,1.0
13778,A1RZ8PQ05DQOCR,B00IZ4I1C2,5.0
13779,A35H2VC3O5Q8BI,B00IZ4I1C2,5.0
13780,A2HYZBVSYFCM6K,B00IZ4I1C2,5.0
13781,A12TZYJLHDKIGZ,B00IZ4I1C2,5.0
13782,A2BPDW9X4M9RJV,B00IZ4I1C2,5.0
13783,AJPX3Y35FVG3J,B00IZ4I1C2,5.0
13784,AM5DDQS5DHB6G,B00IZ4I1C2,1.0
13785,A1RF29TDECR6KS,B00IZ4I1C2,1.0
13786,A29G0R7P9IWVJU,B00IZ4I1C2,1.0
13787,A159WZ8A42TBZN,B00IZ4I1C2,5.0
13788,A2J2MGPV8XGXRO,B00IZ4I1C2,1.0
13789,A3QEC3DYKN2F9T,B00IZ4I1C2,5.0
13790,AB8TZA1KIEVKF,B00IZ4I1C2,1.0
13791,A3G5KDMFNRUXHB,B00IZ4I1C2,1.0
13792,A14670JZ1TED7K,B00IZ4I1C2,5.0
13793,A12D4UVW108DLL,B00IZ4I1C2,5.0
13794,A3R8O0TWL56YR3,B00IZ4I1C2,1.0
13795,A34USV6KYMXOTG,B00IZ61MQC,5.0
13796,A1UVQ1J6FO55LI,B00IZ61MU8,5.0
13797,AF879AD0RW8Q7,B00IZ61MU8,5.0
13798,A2DOJO6Y2FXVKM,B00IZ61MU8,1.0
13799,A1W2999G87JBXY,B00IZ61MU8,5.0
13800,A2UH7LMPAMWC2A,B00IZ61MU8,5.0
13801,A299JP8XVNTVZ1,B00IZ61MU8,5.0
13802,A3PT5DAQT160GP,B00IZ61MU8,5.0
13803,A3L5L2L6JDNW31,B00IZSWFJ8,5.0
13804,A242CJWF7LK7O3,B00IZSWFJ8,5.0
13805,A1L5KURO3YE7CW,B00IZSWFJ8,1.0
13806,A28TV5XEZIBQUU,B00IZSWFJ8,5.0
13807,A1S5EBA5S58CBE,B00IZSWFJ8,5.0
13808,A2ZZITQU5GBNCA,B00IZSWFJ8,5.0
13809,A1LZBM4U130PTV,B00IZSWFJ8,5.0
13810,ATSIX0LEYCH9P,B00IZT6FTS,5.0
13811,A1URWB1PMADKI3,B00IZT6FTS,5.0
13812,A1E093ASOQ3DBF,B00IZSXR6I,1.0
13813,A1PTJYFWTK2JED,B00IZSXR6I,5.0
13814,AC882JEHSEWW6,B00IZSXR6I,5.0
13815,AEW9EAD5BFNDF,B00J0UJ1YM,5.0
13816,A399NTNSRFPYL,B00J0UJ1YM,1.0
13817,A253XRSWVFP8V2,B00J1XM0KK,5.0
13818,AHICTKNZUEMSD,B00J1XM0KK,1.0
13819,AP6GFTO81374L,B00J21CLWI,1.0
13820,A2SI2OWNLQBF7I,B00J2AFDTW,5.0
13821,A3J707AS6D1NGP,B00J2JTKLU,1.0
13822,A1ZDQK72L4XCUB,B00J2JTKLU,5.0
13823,A1JDJMKL9GRUWI,B00J2JTKLU,5.0
13824,A3NYBPY6WWUFJM,B00J2JTKLU,5.0
13825,A26D1IFA39RHT,B00J2KZQG2,5.0
13826,A3MBBGTDJCLGDJ,B00J2KZQG2,5.0
13827,A23CQ369LA82EO,B00J2KZQG2,5.0
13828,A1V28F6WGE5AD1,B00J2KZQG2,5.0
13829,A3SI06HD528CR4,B00J2KZQG2,1.0
13830,A23OJ1EP13SXAQ,B00J2KZQG2,5.0
13831,A2J4DK7M3TMJ6F,B00J2JTLXW,5.0
13832,AELB2WG59CORF,B00J2JTLXW,5.0
13833,A146PPPJJABH6L,B00J2L4EVY,5.0
13834,A1AOW4VH0ZZY4R,B00J2PIX80,1.0
13835,A1Q5SHKHVKAJWR,B00J2PXNZ8,5.0
13836,A22PV02T6T5B4V,B00J2PXNZ8,1.0
13837,A2IE8NNPI4I2Q8,B00J2PXNZ8,5.0
13838,A15EUJ5CYM85DU,B00J2S41UG,5.0
13839,A2YJXLM6VKN5BX,B00J2S41UG,5.0
13840,AQPIEI7XWTW1Q,B00J2S41UG,5.0
13841,A33PLA1JIOQZ2I,B00J2S41UG,5.0
13842,A3BV06QLR8GWQ8,B00J32QQX6,5.0
13843,A14LZ5JG7O292T,B00J3C69TM,1.0
13844,A26U8XNGM7SLF1,B00J3C69TM,5.0
13845,AUII8545HOWGA,B00J3MGI9I,1.0
13846,A2V0AYNISDT1HZ,B00J3VFDAO,5.0
13847,A1JVQMYS4OMK3Z,B00J3VFDAO,5.0
13848,A31XUJMEDBUGKR,B00J482V4M,5.0
13849,A1GK1WAG0LK7II,B00J482V4M,5.0
13850,A2SY812KISV1K6,B00J482V4M,5.0
13851,A2AM9TXVCZW720,B00J482V4M,5.0
13852,A1V0U2ZFSV1F00,B00J4IC778,5.0
13853,A2ENEPO5O7OED2,B00J571EDG,1.0
13854,A10MUTX19XIZK0,B00J571EDG,5.0
13855,A3AV2CUDN293FP,B00J571EDG,5.0
13856,A25ZLRIEMZR6ZT,B00J571ED6,5.0
13857,A2IDGBPGQCKUTF,B00J571ED6,5.0
13858,A1QAG6BMWAJWOQ,B00J571ED6,5.0
13859,AJJ359Y7XAC9O,B00J571ED6,5.0
13860,A25T8ANGTEUDN0,B00J59NLS0,5.0
13861,ATPKRMF8GUA7A,B00J5DO4C8,5.0
13862,ATIWGR6CO156H,B00J6E7UA4,1.0
13863,A1GBARM6S8UTBK,B00J6E7UA4,1.0
13864,A2GGQUU05A61UN,B00J7JA76W,1.0
13865,AGH60CK0BF2BA,B00J7JA76W,1.0
13866,AX40UZWMLK1HY,B00J7JA76W,1.0
13867,AVZDFAGPWO403,B00J7JFTNS,1.0
13868,A1I1AZ5HAJBU8J,B00J7L68PY,1.0
13869,A1I5SDUXPWCRXA,B00J7L68PY,5.0
13870,A3SKYIGLMKDWQ7,B00J7L68PY,1.0
13871,AL3C8ABEP14TU,B00J8AH3FS,5.0
13872,A2ZTB9SLD2JNAD,B00J8AH3FS,5.0
13873,A10B949WG5N4GH,B00J8AH3FS,1.0
13874,A3KYBUK9FW05DJ,B00J8H9NJK,5.0
13875,A35RH5360OF5LI,B00J8H9NJK,5.0
13876,A1OXCD0BV1ATC4,B00J8H9NJK,5.0
13877,A249HB6SVKT4PU,B00J8LNKFO,5.0
13878,A3NN3DH8YTKING,B00J8LNK5Y,1.0
13879,A34BAN0QT55J2O,B00J8PY3JC,5.0
13880,A1V8T2MKHSZFF,B00J8PY3JC,1.0
13881,A2W5CRVKB9QGF7,B00J8PY0EA,5.0
13882,A1SHJ3MXRD2TPV,B00J8PY0EA,5.0
13883,A1H8GNQ1ZH4O6I,B00J8PY3J2,5.0
13884,AVIAC08WZSPWO,B00J8PY3J2,5.0
13885,A10LJ5MCIUHWH2,B00J8PY3J2,5.0
13886,A1YCSPX1WE118C,B00J8PY3J2,5.0
13887,AKW5JAR0CBFAX,B00J8PY694,5.0
13888,A70GZUS43HCC5,B00J8PY694,5.0
13889,AGX4Q2M0BAIL0,B00J8PY694,5.0
13890,A2S696CI415O20,B00J9TMVAA,1.0
13891,A3J48YHTXF07FC,B00JAI6J3K,5.0
13892,A2IVVWNPDVCQ2R,B00JAI6J3K,1.0
13893,A1X1ZJUOWLSFPG,B00JAI6J3K,5.0
13894,A28NCFHGQ8H31Y,B00JAI6J3K,5.0
13895,AQR8WLMVKCE6V,B00JB0Y9MK,5.0
13896,A2B2ZV61X41YIS,B00JB0Y9MK,5.0
13897,A132M4CCT4TFJA,B00JB0Y9MK,5.0
13898,A34O9ZW0NF39UT,B00JB0Y9MK,5.0
13899,AIMO8GV0FWYF6,B00JB0Y9MK,5.0
13900,A75C88P631S8I,B00JB0Y9MK,5.0
13901,A3MDGBPV48057M,B00JB0Y9MK,5.0
13902,AY2YF31G7KM53,B00JB0Y9MK,5.0
13903,A2ATFYOC1ABRKR,B00JB3AV3S,5.0
13904,A18F73ULAJ2XAZ,B00JB4A2MM,1.0
13905,AXJY93IX5LXLW,B00JB4A2MM,1.0
13906,A3OEDFLYRLQ71T,B00JB4A2MM,1.0
13907,AJ6K8YE6SKSRL,B00JB4A2MM,5.0
13908,A15CGLFRGM3Y08,B00JB67ZBG,5.0
13909,A3DEXP6ZGICODP,B00JB67ZBG,1.0
13910,A1EQ0UJXC7CF4P,B00JB67ZBG,5.0
13911,A21VOGH4KNBGP4,B00JB67ZBG,1.0
13912,A2YDKZWL9EWKE3,B00JB67ZBG,5.0
13913,A14HR43ICXNIJS,B00JB5ZMJE,5.0
13914,A2PUXD0WYCLV7Q,B00JB67ZBG,5.0
13915,A310VS75RCF9L8,B00JB67ZBG,5.0
13916,AJDXMQU4AQIT9,B00JB67ZBG,5.0
13917,A1XN9JDTZGBZIY,B00JB67ZBG,5.0
